timestamp,open,high,low,close,volume
2024-10-22,96.3500,97.1900,95.9400,96.8200,6670917
2024-10-21,96.9500,97.2000,95.8900,96.4500,3994283
2024-10-18,95.6800,96.8500,95.0400,96.8400,6178250
2024-10-17,95.3300,96.1900,94.7800,95.2700,5577267
2024-10-16,95.4500,95.8400,94.0901,95.4600,7537064
2024-10-15,94.6700,95.9685,94.5700,95.0400,6264122
2024-10-14,95.4100,95.5260,94.3400,94.7600,4124736
2024-10-11,94.1400,95.9550,94.0100,95.5500,4834808
2024-10-10,95.4200,95.4800,93.7590,93.8800,5459453
2024-10-09,96.4800,96.4800,95.4600,95.8800,3344801
2024-10-08,96.0500,96.8800,95.2800,96.2100,6595191
2024-10-07,96.1900,96.5200,95.3600,96.0900,7478912
2024-10-04,96.1700,96.7300,95.1500,96.5800,6819465
2024-10-03,95.6400,96.3900,95.3100,95.5600,5556383
2024-10-02,96.8300,97.0000,95.8700,96.5000,6345996
2024-10-01,97.4900,98.1430,96.3500,97.4300,7171570
2024-09-30,97.3900,97.6900,96.4100,97.4900,6439104
2024-09-27,97.6500,98.1468,97.1900,97.3600,6320017
2024-09-26,98.5000,99.1500,97.0000,97.4700,9876771
2024-09-25,94.2600,95.9600,94.2168,95.6200,8632888
2024-09-24,95.4700,95.8200,94.1850,94.4500,8606798
2024-09-23,96.0500,96.0500,94.3505,95.4800,8382840
2024-09-20,96.8500,97.0600,95.3200,96.0500,19541043
2024-09-19,97.9700,98.7000,96.3250,96.9000,8752645
2024-09-18,95.5500,97.6000,95.3300,96.1200,8793825
2024-09-17,96.4900,96.5400,95.2000,96.4400,6281724
2024-09-16,98.5200,98.6000,95.9800,96.3100,9263409
2024-09-13,99.1300,99.5100,98.5000,98.5700,9899865
2024-09-12,98.4600,99.3100,97.3400,99.2800,14658704
2024-09-11,94.0800,98.3500,93.6600,98.2000,19302885
2024-09-10,92.1200,93.5200,91.1400,93.3400,7327008
2024-09-09,91.2200,92.3550,90.4100,92.2100,10089686
2024-09-06,91.5000,92.1600,90.1800,91.1500,9257004
2024-09-05,92.1700,93.0200,91.2000,91.5600,8370064
2024-09-04,93.3700,93.9800,91.9700,92.3300,7142167
2024-09-03,94.1300,94.8100,93.0400,93.1800,11234031
2024-08-30,94.9900,95.9300,94.4350,94.5700,7117159
2024-08-29,95.4700,95.8300,94.2750,94.8600,8781338
2024-08-28,98.2200,98.7100,94.3800,95.3000,14866276
2024-08-27,95.4000,98.7200,95.2500,98.6000,17456301
2024-08-26,94.2000,95.9300,94.1800,95.6300,13882774
2024-08-23,92.8500,94.4200,92.8250,94.0200,11483711
2024-08-22,92.6700,92.8292,91.7700,92.4300,10010284
2024-08-21,92.4900,93.3800,92.2200,92.7800,6769155
2024-08-20,92.2900,93.8198,92.1300,93.0100,11536234
2024-08-19,94.3500,94.8900,92.1300,92.3000,14479022
2024-08-16,93.3550,95.6500,93.3000,94.8100,16336331
2024-08-15,94.1150,94.9600,92.9800,94.8800,21109805
2024-08-14,95.3900,95.8621,91.4300,93.9000,45737849
2024-08-13,91.0200,96.0100,90.2900,95.9000,157215463
2024-08-12,76.5300,78.4300,76.2913,77.0300,13123036
2024-08-09,75.6500,75.8600,74.7500,75.0900,4683590
2024-08-08,75.0700,76.1500,74.8000,75.7500,8988259
2024-08-07,75.3000,76.8300,75.1600,75.2900,7297044
2024-08-06,73.9200,75.9900,73.8400,75.3700,10525494
2024-08-05,73.8500,75.0000,72.7250,73.8600,12372872
2024-08-02,75.1100,76.6700,74.9211,75.8800,15185688
2024-08-01,77.8900,78.1400,73.8300,75.1100,17307174
2024-07-31,79.5500,81.2400,77.8000,77.9500,18901085
2024-07-30,75.2500,76.0500,74.8500,75.9400,16163627
2024-07-29,74.3900,75.5900,73.7200,75.2000,10864716
2024-07-26,73.8400,75.0200,73.7050,74.0500,12387111
2024-07-25,75.0600,75.7650,73.2600,73.3200,18973613
2024-07-24,76.3700,76.4900,74.0200,74.6800,10478214
2024-07-23,77.1400,77.1400,76.0250,76.2600,9592106
2024-07-22,78.3300,78.4700,76.0120,76.5500,18851541
2024-07-19,74.6600,79.3800,74.1900,79.2700,32965919
2024-07-18,74.4600,75.1100,73.8100,74.1900,10700989
2024-07-17,75.2200,76.1300,74.5500,75.1000,11567825
2024-07-16,72.2100,75.5100,71.5500,75.5100,14968743
2024-07-15,74.8900,74.8950,72.5200,72.7500,9064379
2024-07-12,73.8000,75.0550,73.3800,74.8300,10559272
2024-07-11,72.3400,73.5000,72.0800,73.3000,12316134
2024-07-10,72.9900,73.1700,72.3500,72.5100,11132452
2024-07-09,74.6300,74.6400,72.7300,72.7500,11842211
2024-07-08,76.3400,76.4500,74.4700,74.5700,8871230
2024-07-05,76.2400,76.2700,75.4200,76.0500,9663107
2024-07-03,76.8400,77.0400,76.0700,76.2600,4906747
2024-07-02,77.1200,77.2100,76.2800,76.8300,8854084
2024-07-01,77.9900,78.2200,76.7800,77.1300,6767590
2024-06-28,78.7200,78.8800,77.6100,77.8500,13207542
2024-06-27,79.0500,79.4400,78.6800,79.2350,10289615
2024-06-26,79.0000,79.2800,78.3800,79.1500,10708143
2024-06-25,80.0000,80.7500,78.8700,79.2800,16177000
2024-06-24,80.0000,80.0700,79.1700,79.7300,7396623
2024-06-21,80.0000,80.2500,79.1571,79.9100,25650612
2024-06-20,79.8200,80.7800,79.6700,79.7200,10183867
2024-06-18,81.0100,81.7050,79.5900,80.2000,9664456
2024-06-17,79.5800,81.7500,79.2700,81.3300,9845911
2024-06-14,80.0000,80.4000,79.1100,79.6500,7192438
2024-06-13,79.5000,80.9000,79.1800,80.2400,13947317
2024-06-12,79.9900,80.1800,79.1790,79.3800,8873369
2024-06-11,80.9200,80.9700,79.7500,79.8900,9024288
2024-06-10,81.4900,81.8500,80.8400,81.6000,8700789
2024-06-07,81.6200,82.6300,80.6100,81.4300,10852600
2024-06-06,81.1500,82.9300,80.9200,81.4700,9237764
2024-06-05,82.4600,82.5000,80.9600,81.1600,11275335
2024-06-04,81.9700,83.4300,81.9000,82.7900,12369954
2024-06-03,79.6800,82.1200,79.6200,82.0800,12443409
2024-05-31,79.0795,80.3300,78.6100,80.2200,12669715
2024-05-30,77.1000,78.8750,77.0550,78.7600,9296635
2024-05-29,77.1000,78.3200,76.8300,76.8800,9268066
2024-05-28,78.7900,78.8000,77.4100,77.4800,8833325
2024-05-24,78.5000,79.2200,78.1100,78.8700,10746166
2024-05-23,80.1000,80.7000,77.6400,78.3050,15841333
2024-05-22,77.7000,81.0200,77.4400,80.7200,22072213
2024-05-21,77.5550,78.2150,77.5000,77.7200,8916627
2024-05-20,77.6800,78.3200,76.7100,77.5400,11183767
2024-05-17,75.2700,78.0000,74.9200,77.8500,14436465
2024-05-16,75.1850,75.5500,74.4550,75.2800,10758466
2024-05-15,75.9000,76.0300,75.3201,75.7000,8826471
2024-05-14,76.2300,76.7300,75.5200,75.6300,10961098
2024-05-13,76.2200,76.8400,75.8000,76.1800,10953587
2024-05-10,75.3100,76.3050,75.0600,76.1100,15761892
2024-05-09,73.5700,75.7600,73.0700,75.6800,18591499
2024-05-08,72.2900,74.4750,72.2500,73.5000,24482627
2024-05-07,72.8500,72.8500,71.8000,72.5000,21901340
2024-05-06,73.3100,74.1900,72.7000,72.9000,18632225
2024-05-03,75.2700,75.5100,72.9850,73.1100,22153770
2024-05-02,74.9000,75.1450,73.3500,74.9300,23883371
2024-05-01,75.8200,76.9900,72.6700,74.4400,66610724
2024-04-30,87.6100,88.9900,87.1800,88.4900,14538433
2024-04-29,88.2400,88.6100,87.8600,88.3300,8522833
2024-04-26,87.4000,89.2500,87.3704,88.2500,7185257
2024-04-25,89.5500,89.7300,87.6800,87.8400,7284616
2024-04-24,87.0600,88.9400,86.9500,88.7500,7183882
2024-04-23,88.7700,88.8100,87.3200,87.8700,5670465
2024-04-22,88.0800,88.6100,87.3400,88.1800,8668988
2024-04-19,87.1500,88.0800,87.1200,87.6100,11899968
2024-04-18,86.4380,87.6300,86.0500,87.1500,11403306
2024-04-17,86.0000,86.4200,85.3400,86.2100,6870073
2024-04-16,84.8200,86.1900,84.4200,85.4200,8866801
2024-04-15,85.4000,86.3650,84.9150,85.1700,9676851
2024-04-12,85.4200,85.5100,84.2900,84.9200,8594849
2024-04-11,86.0000,86.3100,85.2600,85.9000,6841570
2024-04-10,86.3200,86.8700,85.6000,85.9500,7413858
2024-04-09,87.1900,87.6000,86.3100,87.1300,6207384
2024-04-08,86.9700,87.3600,86.3561,87.1900,6249140
2024-04-05,87.9000,87.9300,86.8300,86.8500,7032444
2024-04-04,89.1300,89.3400,87.6100,87.6200,7943457
2024-04-03,89.6000,89.8400,88.6500,88.7000,6135591
2024-04-02,91.1100,91.2400,89.2300,89.3000,8108131
2024-04-01,91.8200,92.0700,91.0200,91.5300,4917709
2024-03-28,91.7900,92.2400,91.3000,91.3900,6784293
2024-03-27,90.6500,91.8300,90.6000,91.5000,5863683
2024-03-26,90.9800,91.0000,90.2300,90.3600,6216108
2024-03-25,90.6500,91.1175,90.4700,90.6700,6902986
2024-03-22,91.7400,91.7800,90.0600,90.7100,6495018
2024-03-21,92.6300,93.1700,91.6400,91.6600,6287275
2024-03-20,91.7900,92.6250,91.5150,92.6000,5804396
2024-03-19,91.0000,91.9000,90.8600,91.5900,5676530
2024-03-18,90.7500,91.4250,90.5300,91.0100,7413915
2024-03-15,91.6000,92.0200,90.0975,90.1200,18136261
2024-03-14,91.1000,91.7100,90.4100,91.6600,8356668
2024-03-13,92.4900,92.8700,90.8700,91.6100,8132466
2024-03-12,92.0000,92.7200,91.2100,92.4000,9337191
2024-03-11,91.2600,92.9600,91.1700,92.0700,6476888
2024-03-08,90.6200,91.5300,90.6000,91.0600,7673306
2024-03-07,91.6200,91.7600,90.3100,90.9500,8792403
2024-03-06,91.3500,92.0300,91.1200,91.6500,4826947
2024-03-05,92.1000,92.1700,91.0650,91.2200,7137304
2024-03-04,93.0600,93.3200,92.0400,92.4600,7321004
2024-03-01,94.4500,94.5700,92.9100,93.1600,7995399
2024-02-29,94.5000,95.1000,93.9800,94.9000,11221058
2024-02-28,93.7700,93.9700,92.7700,93.0000,5622420
2024-02-27,94.3200,94.6600,93.6000,94.1300,5356076
2024-02-26,95.3600,95.5650,94.2500,94.2800,7043838
2024-02-23,95.8800,96.9300,95.5800,95.6200,6845440
2024-02-22,94.8900,96.0750,94.1400,95.7800,8124709
2024-02-21,93.8600,95.7660,93.7700,95.0200,8286281
2024-02-20,93.3600,94.1200,93.0650,93.4600,8844526
2024-02-16,93.1000,94.1799,92.7500,93.2200,5737486
2024-02-15,94.0300,94.2400,93.0000,93.2200,8877987
2024-02-14,94.0800,94.4700,93.7600,94.0700,5510631
2024-02-13,94.8500,95.5600,93.3900,93.8700,8138495
2024-02-12,96.9200,97.1392,95.3800,95.4700,9224370
2024-02-09,96.3200,97.9900,96.2900,97.3000,9385584
2024-02-08,95.1000,96.6900,93.9250,96.5900,9888133
2024-02-07,96.2400,96.6593,94.4300,95.3100,9077973
2024-02-06,92.5000,95.7000,92.3500,95.6700,11531490
2024-02-05,92.7800,92.8680,91.9000,92.5100,7335836
2024-02-02,92.6900,93.6100,91.6700,92.9900,11366586
2024-02-01,93.1000,93.6000,91.8700,93.3700,15001463
2024-01-31,98.2800,98.3600,93.0200,93.0300,26751776
2024-01-30,93.0000,94.6800,92.5850,94.0800,17625242
2024-01-29,93.0200,93.9300,92.2400,93.8000,12728066
2024-01-26,92.9200,93.4900,92.4100,92.8000,9229443
2024-01-25,92.2200,92.6500,91.7150,92.6100,11991465
2024-01-24,92.5500,92.8400,91.9900,92.0400,7606497
2024-01-23,93.0300,93.6450,91.7700,91.9700,10227077
2024-01-22,93.8000,93.9200,92.8100,93.0700,9420979
2024-01-19,93.1800,94.2400,92.6400,93.8600,9565850
2024-01-18,91.9600,93.4250,91.8200,93.3400,7549528
2024-01-17,91.6600,91.9550,91.4000,91.7700,6672876
2024-01-16,92.6600,92.7300,91.7300,92.7000,7493443
2024-01-12,93.2300,93.4000,91.7716,91.9800,5641163
2024-01-11,93.3300,93.6400,91.9000,92.9400,6483610
2024-01-10,93.0100,93.6900,92.8800,93.5000,5847748
2024-01-09,93.6100,93.7300,92.8600,93.0900,6348458
2024-01-08,93.0200,94.5700,92.9500,94.1900,7536873
2024-01-05,93.3300,93.5800,92.4800,92.9900,7064081
2024-01-04,93.1000,94.5800,93.0000,93.5500,7118640
2024-01-03,93.9600,94.2400,93.0600,93.2300,7161677
2024-01-02,95.4500,95.9500,93.6200,93.6700,8859654
2023-12-29,95.8800,96.3500,95.3501,96.0100,6135654
2023-12-28,95.5000,95.9700,95.1120,95.9300,4518319
2023-12-27,95.6900,95.7786,94.7900,95.2900,4944019
2023-12-26,95.3400,95.6900,94.9550,95.6700,3709492
2023-12-22,94.8900,95.8300,94.3400,95.2800,6361013
2023-12-21,95.0800,95.4399,94.4700,95.3300,7097160
2023-12-20,96.3600,96.8800,94.6500,94.7100,10057368
2023-12-19,96.9400,98.0450,96.9400,97.7200,5974850
2023-12-18,97.2400,97.3200,95.9200,96.5600,6146426
2023-12-15,97.8400,98.2382,96.5600,96.7500,12466038
2023-12-14,98.7200,98.7900,97.1500,97.8400,9764843
2023-12-13,98.5000,98.6400,96.8200,98.1100,7741909
2023-12-12,98.4400,98.6000,97.4300,98.1500,6313820
2023-12-11,97.2200,99.0050,97.2200,98.1200,7639105
2023-12-08,96.0800,96.8600,95.8100,96.6100,7125234
2023-12-07,97.2500,97.6950,96.2702,96.4400,7858295
2023-12-06,95.9500,97.1700,95.4700,97.0200,12104742
2023-12-05,97.3800,97.4800,94.8450,95.5400,16027345
2023-12-04,98.3900,98.8800,96.7700,97.6000,11477383
2023-12-01,98.5000,99.2800,97.5200,99.2000,12506513
2023-11-30,100.0600,100.1200,98.4200,99.3000,11442606
2023-11-29,101.5100,101.6900,99.5300,99.8500,8428536
2023-11-28,101.9600,102.0500,100.8900,101.1800,6848126
2023-11-27,102.2900,103.0900,102.0650,102.3600,7853572
2023-11-24,103.4400,103.6000,102.4650,102.7800,3206415
2023-11-22,104.1600,104.6800,103.2800,103.4400,4831074
2023-11-21,104.4500,104.6800,103.1700,103.6900,6148980
2023-11-20,105.2100,105.4700,103.8600,104.3000,9800973
2023-11-17,107.1800,107.5000,105.4800,105.5700,6343048
2023-11-16,106.2800,107.6600,106.2000,107.2100,8037166
2023-11-15,105.6600,106.5400,105.6600,106.0300,7980174
2023-11-14,104.4800,105.8200,104.2403,105.6000,8322991
2023-11-13,103.9200,104.2300,102.9550,103.5100,7120802
2023-11-10,102.6000,104.3450,101.9800,104.3300,7340029
2023-11-09,104.3000,104.4600,102.0300,102.2300,7607049
2023-11-08,103.7400,104.8150,103.6500,104.3000,7452971
2023-11-07,104.2300,104.3900,103.3250,103.6800,6239517
2023-11-06,102.8698,104.0900,101.9700,104.0300,7532035
2023-11-03,100.6200,103.7700,100.5000,102.6500,15995725
2023-11-02,100.9900,101.9200,99.7400,100.0100,23396318
2023-11-01,91.8300,91.8600,90.5500,91.3500,14292510
2023-10-31,93.1700,93.3200,91.9950,92.2400,9308255
2023-10-30,93.1200,93.7100,92.7200,93.1500,7852882
2023-10-27,92.6400,93.7300,91.7700,92.0200,8293588
2023-10-26,93.8100,94.4760,92.6000,92.6700,6201678
2023-10-25,94.3200,95.3600,93.9700,94.0000,5497301
2023-10-24,94.2800,94.9800,94.0600,94.6200,3600227
2023-10-23,93.9300,95.0300,93.2900,94.2000,4481004
2023-10-20,94.6200,95.0900,94.1400,94.1900,4698978
2023-10-19,94.3700,95.6600,94.1700,94.4200,5611009
2023-10-18,93.9400,94.5300,93.5000,93.7500,4110651
2023-10-17,92.7500,94.1900,92.6315,94.1800,6086690
2023-10-16,92.1700,93.8550,91.8500,93.6500,4595886
2023-10-13,91.2800,92.0600,91.0500,91.4800,4780570
2023-10-12,91.8400,92.2500,90.7700,91.4200,5485215
2023-10-11,93.2900,93.6286,91.8450,91.9500,4499170
2023-10-10,92.9600,93.9700,92.8700,93.1800,4974831
2023-10-09,92.4500,92.7900,91.4300,92.6800,4120707
2023-10-06,92.0000,93.3400,91.6787,92.8500,6979313
2023-10-05,91.1400,93.0500,91.1400,92.3700,7548837
2023-10-04,89.8900,91.4300,89.8100,91.1500,6166103
2023-10-03,90.5000,91.0700,89.2100,89.4800,6666600
2023-10-02,91.0500,91.7350,90.7900,91.1300,6430546
2023-09-29,92.6100,93.0600,90.8350,91.2700,7700233
2023-09-28,91.1700,91.3900,90.2099,91.0800,4736279
2023-09-27,92.4600,92.7300,90.3800,91.1700,4731493
2023-09-26,92.0000,92.4899,91.1800,92.0000,6086633
2023-09-25,92.8900,93.4700,92.2500,92.7400,4818844
2023-09-22,93.4300,94.3400,93.3700,93.6800,5119555
2023-09-21,95.1600,95.3200,93.0300,93.1000,6110670
2023-09-20,95.4500,96.6200,95.0500,95.1600,4576401
2023-09-19,95.2100,95.4700,94.2700,95.2900,6803740
2023-09-18,96.3000,96.9700,96.0850,96.7600,4477703
2023-09-15,97.2500,97.4700,96.0500,96.2300,8767575
2023-09-14,96.7700,97.7800,96.2500,97.1600,6039743
2023-09-13,96.2000,97.3000,96.0400,96.9300,5830190
2023-09-12,95.5000,96.5100,95.1950,96.2400,5007661
2023-09-11,95.6500,96.2300,95.2200,95.6700,5577488
2023-09-08,95.2500,95.8500,94.7500,95.2800,4755308
2023-09-07,95.4900,95.8200,95.0200,95.1000,6404088
2023-09-06,96.4200,96.5500,95.3700,95.9500,5428406
2023-09-05,97.5200,97.8100,96.5900,96.8400,5414313
2023-09-01,98.4000,98.7500,97.0350,98.0000,4747222
2023-08-31,99.0000,99.3287,97.2800,97.4400,5624545
2023-08-30,99.0200,99.7200,99.0000,99.2400,4212191
2023-08-29,97.3600,99.2300,97.3400,99.1500,5512282
2023-08-28,95.9400,97.2000,95.8300,97.0400,5098911
2023-08-25,95.5400,95.9600,94.5050,95.4800,5360383
2023-08-24,94.7500,95.6300,93.7100,94.8300,7824509
2023-08-23,96.4200,96.5600,94.0100,95.1800,9704476
2023-08-22,96.4900,96.7400,95.6000,96.0700,3640478
2023-08-21,97.3200,97.5650,96.1600,96.4600,3753240
2023-08-18,96.0100,97.4900,95.7900,97.2300,4125998
2023-08-17,99.0000,99.1000,96.4300,96.5700,5291081
2023-08-16,99.6100,100.0900,98.8900,98.9800,3679469
2023-08-15,100.1300,100.6500,99.7800,100.0400,3203701
2023-08-14,100.4800,101.2150,100.2000,101.0100,3239300
2023-08-11,101.4000,101.4000,100.1400,100.9900,3180578
2023-08-10,100.5400,102.3700,100.4000,101.6600,6844212
2023-08-09,101.0000,101.5800,99.4700,99.9200,4494291
2023-08-08,101.2200,101.4200,99.8912,100.6950,4058380
2023-08-07,101.4200,101.8600,100.9400,101.7400,5222735
2023-08-04,102.9600,103.1500,100.5200,100.6800,5199179
2023-08-03,101.9700,102.9000,101.4450,102.3300,5548866
2023-08-02,100.5000,104.4600,99.2900,102.1300,14465181
2023-08-01,101.4700,101.7100,100.4000,101.2600,7811845
2023-07-31,101.3100,101.8300,100.8600,101.5700,6386524
2023-07-28,101.5000,101.8300,100.8100,101.2500,5321408
2023-07-27,102.0300,102.4300,100.5350,100.7800,5373440
2023-07-26,102.2142,102.6700,101.3015,101.7300,6568346
2023-07-25,102.4300,103.7700,102.3300,102.9200,5627475
2023-07-24,102.8750,103.4100,102.3200,102.7800,4747192
2023-07-21,101.8000,103.5500,101.6100,102.8200,20370314
2023-07-20,101.7800,102.4800,100.7000,100.8800,5466135
2023-07-19,100.6200,101.9800,100.6150,101.8300,5556150
2023-07-18,100.7400,101.4225,99.8605,100.7600,5991042
2023-07-17,100.8300,101.8100,100.0400,100.9300,5246462
2023-07-14,101.7700,102.0800,100.9850,101.6100,3939769
2023-07-13,101.5100,102.1999,101.3000,101.6000,4511661
2023-07-12,101.4200,101.8300,100.7600,101.1400,6971946
2023-07-11,99.4400,100.2300,99.1400,100.0900,5271726
2023-07-10,96.3000,99.5300,96.2300,99.1300,9294603
2023-07-07,95.9900,96.6600,95.5500,96.0500,7889474
2023-07-06,97.8600,98.0700,95.9050,96.2000,7156959
2023-07-05,99.1500,99.3300,98.2900,98.4600,6366733
2023-07-03,98.7300,99.5700,98.2450,99.1500,3286973
2023-06-30,99.4000,99.4575,98.5400,99.0600,6229932
2023-06-29,98.6100,98.8300,97.9800,98.6800,5113467
2023-06-28,98.6400,98.6400,97.3000,98.6100,6581859
2023-06-27,98.3900,99.0600,97.7250,98.7200,5034140
2023-06-26,98.3400,98.7700,97.4800,98.2300,6069001
2023-06-23,99.6500,99.7250,97.5200,98.3400,18770106
2023-06-22,101.4200,101.6400,99.6400,100.8500,6126566
2023-06-21,100.6000,102.4550,100.3550,101.8700,5508811
2023-06-20,101.8600,102.4900,100.9000,101.2700,5507161
2023-06-16,102.0100,102.5100,101.4800,101.8700,11709165
2023-06-15,101.3400,101.9900,100.6600,101.3800,6448196
2023-06-14,99.5600,101.3600,99.1900,100.6600,9279505
2023-06-13,98.5100,99.4700,98.5100,99.2600,5137913
2023-06-12,97.9600,98.5100,97.5200,98.4600,6708547
2023-06-09,98.8000,98.9600,97.6400,97.9600,5552325
2023-06-08,97.6500,99.1800,96.9200,99.1500,6881620
2023-06-07,98.5500,98.8600,97.5900,97.9200,6285640
2023-06-06,99.7400,100.3300,97.5300,98.2200,8657061
2023-06-05,100.0400,100.8700,99.5000,99.9300,6536496
2023-06-02,98.3100,99.6600,98.1900,99.5000,6221417
2023-06-01,97.5900,98.2300,96.5200,97.5200,6752182
2023-05-31,98.0300,98.0800,96.9800,97.6400,10370654
2023-05-30,98.8900,98.9600,97.3050,97.7500,6505373
2023-05-26,98.6300,99.6050,98.3300,98.5300,7276461
2023-05-25,98.7000,98.9000,97.7300,98.4400,8177029
2023-05-24,100.8000,100.8100,99.1100,99.6100,6134820
2023-05-23,102.1150,102.1400,100.0750,100.3400,6766298
2023-05-22,105.5200,105.7000,102.7700,102.9000,7504276
2023-05-19,107.0000,107.1481,105.3200,105.5100,4985231
2023-05-18,105.4200,107.1400,105.2000,107.0900,5377477
2023-05-17,105.9600,106.5400,104.9450,105.6900,4757275
2023-05-16,106.4100,106.5600,105.1950,105.2800,3677256
2023-05-15,106.1100,106.7550,105.6050,106.6400,4217126
2023-05-12,105.7600,106.2150,104.8300,106.1200,5175562
2023-05-11,106.4400,106.7600,105.1200,105.6300,4791653
2023-05-10,107.1600,108.1100,105.6802,106.9700,4565013
2023-05-09,106.9900,107.1750,106.4000,106.7100,3682380
2023-05-08,107.4700,108.1200,106.9300,107.1700,6090713
2023-05-05,105.5500,107.4800,105.3800,107.2100,7813754
2023-05-04,104.2700,105.6700,103.8000,104.7200,8858136
2023-05-03,109.0750,109.7194,103.8000,103.9600,24388561
2023-05-02,114.4900,114.5600,112.8500,114.4600,9626359
2023-05-01,114.2520,115.4800,114.2500,114.5600,6495924
2023-04-28,112.4200,114.3100,112.2900,114.2900,5979301
2023-04-27,111.3900,112.8800,111.1800,112.7500,7618524
2023-04-26,109.0100,112.3300,109.0100,111.4700,8053123
2023-04-25,108.9100,111.1100,108.8300,109.3400,8747078
2023-04-24,108.1900,109.2900,108.0401,109.2900,5940686
2023-04-21,107.3000,108.7800,106.6600,108.1900,4522838
2023-04-20,106.1920,107.5750,106.1900,107.0500,4297187
2023-04-19,107.6900,107.8600,107.0800,107.1600,4617787
2023-04-18,108.8700,109.2300,107.7300,107.9100,5300676
2023-04-17,107.9580,108.6450,107.5600,108.3100,4780335
2023-04-14,106.9100,108.1700,106.8500,107.4700,3963272
2023-04-13,106.3800,107.2250,106.2500,106.9900,4367557
2023-04-12,106.2400,106.5800,105.3500,105.6000,4606206
2023-04-11,105.0600,106.4000,104.9200,105.7400,4010604
2023-04-10,103.5450,104.8200,103.0700,104.7400,3761576
2023-04-06,104.9000,105.1600,104.0200,104.6800,3155669
2023-04-05,103.9800,105.7000,103.9300,104.9000,5170941
2023-04-04,104.8500,105.0100,103.3500,104.0000,3854429
2023-04-03,104.0600,104.9400,103.6650,104.8500,3855350
2023-03-31,101.8400,104.2800,101.8400,104.1300,6900065
2023-03-30,101.4400,101.7000,100.6500,101.3200,4082616
2023-03-29,99.3300,100.6900,98.7350,100.6200,4946642
2023-03-28,98.1400,98.9100,98.0800,98.7200,4709799
